sgRNA_target	locus	Gene name	Product	wmean_fitness_CO2_30percent	wmean_fitness_HCHL	p_fitness_adj_CO2_30percent	p_fitness_adj_HCHL	impact_score
sll1080	sll1080	sll1080	ABC transport system substrate-binding protein	0.004762993993592507	0.15553041788040006	0.3178048046721386	0.7853048391346065	-0.10660866781238829
sll1081	sll1081	sll1081	ABC transport system permease protein	0.4492440915088842	-0.07824883532499385	0.6326011029152486	0.8445496815343818	0.3729938255921745
sll1084	sll1084	sll1084	hypothetical protein	-0.14280828387637726	0.2715804493951009	0.41870951708492	0.2742364256640952	-0.2930170833435657
sll1086	sll1086	sll1086	unknown protein	-0.07185506811406195	-0.12522500211932378	0.9190642338250596	0.8753595637872725	0.037738242246599156
sll1087	sll1087	sll1087	similar to sodium/glucose cotransporter	-0.8705100585575927	-0.1289974404264189	0.41870951708492	0.9627250585964575	-0.5243286006159438
sll1089	sll1089	sll1089	periplasmic protein;  function unknown	-0.15616781811569436	-6.713871555268401e-4	0.8313727550868939	0.8618620754825115	-0.10995258078224027
sll1091	sll1091	chlP	geranylgeranyl hydrogenase	0.1916422043515173	-0.33098635439197466	0.9458951075850284	0.7150775957144204	0.3695541979292751
sll1092	sll1092	sll1092	hypothetical protein	0.1089261679643267	-0.07773828607768023	0.9647691158263495	0.4774331276242872	0.13199170125958776
sll1094	sll1094	sll1094	putative transposase	0.19747660394014793	0.10013720534311009	0.7324131804450047	0.9627250585964575	0.06882934882458576
sll1095	sll1095	sll1095	hypothetical protein	-0.6397514363188719	-0.1269194641719927	0.13092199202511332	0.4984286243819813	-0.3626269651143289
sll1102	sll1102	gtrA	integral membrane protein (small) of a TRAP-typ e permease that mediates sodium-dependent glutamate trans port GtrA	0.18713649590194348	0.23804468462831171	0.9190642338250596	0.2940958014764812	-0.035997525466339525
sll1103	sll1103	gtrB	integral membrane protein (large) of a TRAP-typ e permease that mediates sodium-dependent glutamate trans port GtrB	-0.2622503061234319	-0.3319486040149001	0.34672092298393176	0.9627250585964575	0.049284139076217204
sll1106	sll1106	sll1106	hypothetical protein	0.014066503966825626	-0.019814463750115658	0.7324131804450047	0.6892156628601628	0.023957462025811678
sll1107	sll1107	sll1107	type IV pilus biogenesis protein PilI homolog	-0.8404070550538352	-0.29909702778440245	0.5217432202413865	0.9469218305057979	-0.3827639910064908
sll1108	sll1108	surE	stationary-phase survival protein SurE homolog	-1.4208085645578232	0.31239110901603384	0.016428079366291867	0.745783530021352	-1.2255572423343848
sll1109	sll1109	sll1109	hypothetical protein	-1.3610236877182724	-0.8323012202903866	0.016428079366291867	0.00819126962257469	-0.37386324208394156
sll1118	sll1118	sll1118	hypothetical protein	0.29380488899370777	-0.1770283672137894	0.8313727550868939	0.9469218305057979	0.3329293882724643
sll1119	sll1119	sll1119	hypothetical protein	0.2994240591919384	-0.10027500934584715	0.594324564040631	0.8445496815343818	0.28262992179701474
sll1120	sll1120	sll1120	chromosome segregation protein SMC1	-0.013723496902459225	-0.337511939741967	0.34672092298393176	0.20755768882287196	0.22895300360164877
sll1121	sll1121	sll1121	hypothetical protein	0.2113178301440161	0.005910134031222488	0.9647691158263495	0.77956459118156	0.145245174829262
sll1121	sll1121	sll1121	hypothetical protein	0.2113178301440161	0.005910134031222488	0.9647691158263495	0.77956459118156	0.145245174829262
sll1123	sll1123	sll1123	hypothetical protein	-0.49484187890736225	0.32070234814803106	0.21242716088599387	0.25807946741879095	-0.57667685330841
sll1124	sll1124	plpA;  hik3	two-component sensor histidine kinase;  phytochr ome-like protein	-0.3454913034471174	0.20142203369214812	0.2657783821366908	0.36607669837438034	-0.38672612941253914
sll1130	sll1130	sll1130	unknown protein	-1.7148489664122444	0.6834801593909121	0.012227041170706682	0.006321321647018113	-1.6958747883726164
sll1131	sll1131	sll1131	unknown protein	-1.693996501541464	-2.1369916946000096	0.016428079366291867	0.09185616148858419	0.3132449050447414
sll1132	sll1132	sll1132	unknown protein	0.42630624892229835	0.16273281889681226	0.14692368791880397	0.6196508207457321	0.18637455971161915
sll1135	sll1135	sll1135	unknown protein	-0.1753153232676242	0.16124477151290173	0.6652586483325006	0.6265091551537586	-0.23798392529609705
sll1138	sll1138	sll1138	hypothetical protein	-0.8364406973489732	-0.046755590992741736	0.6652586483325006	0.8677386769713633	-0.5583916937065112
sll1142	sll1142	sll1142	hypothetical protein	0.9729244479975345	0.07243841427138852	0.014165882177057623	0.6892156628601628	0.6367397808115359
sll1144	sll1144	mraW	hypothetical protein	0.5184634998819635	0.1756538140776798	0.3178048046721386	0.654762282289572	0.24240305348863875
sll1147	sll1147	sll1147	glutathione S-transferase	0.08990035536382564	0.10988031934100188	0.8010213373011333	0.9011593758271035	-0.014127968016124265
sll1150	sll1150	sll1150	hypothetical protein	0.269696062655455	-0.6519980343890343	0.6984100208815922	0.008530536259049216	0.65173614619977
sll1151	sll1151	sll1151	unknown protein	0.5252876848379658	0.1791753330609751	0.13092199202511332	0.5440201611838125	0.24473839099393394
sll1155	sll1155	sll1155	hypothetical protein	-1.2183571325254399	-0.6193243715961666	0.3178048046721386	0.043406192680143146	-0.42358012740598905
sll1156	sll1156	sll1156	putative transposase [ISY120b: 1385747 - 138654 8]	0.3125464808068306	0.11888094295267267	0.4369213053105286	0.7940384519216179	0.1369422150988151
sll1157	sll1157	sll1157	putative transposase [ISY120b: 1385747 - 138654 8]	0.27919529559633394	0.05855163936499186	0.8308242601077898	0.9325898432784917	0.1560186255469754
sll1158	sll1158	sll1158	hypothetical protein	0.7205251539970616	0.12205853653072428	0.5217432202413865	0.9627250585964575	0.42317980352422263
sll1159	sll1159	sll1159	probable bacterioferritin comigratory protein	-1.3301761334858435	0.03170594506754644	0.9190642338250596	0.954877726251999	-0.9629960529215325
sll1160	sll1160	sll1160	hypothetical protein	-0.48329859831384725	-0.07142723629564426	0.5217432202413865	0.77956459118156	-0.29123703305961074
sll1161	sll1161	sll1161	probable adenylate cyclase	0.45003421863902554	0.618966359353154	0.5602916101530038	0.37848928925810044	-0.1194530622593203
sll1162	sll1162	sll1162	hypothetical protein	-0.060763695728857696	0.04971117844155775	0.7324131804450047	0.8700344634508764	-0.07811753267663132
sll1163	sll1163	sll1163	unknown protein	-1.9214697785228623	-4.535563529379102	0.6652586483325006	0.9208410939224626	1.8484434178878244
sll1164	sll1164	sll1164	hypothetical protein	0.3222521155389477	0.014113221846174279	0.21242716088599387	0.745783530021352	0.2178871012774808
sll1166	sll1166	sll1166	hypothetical protein	0.5320359912643672	0.10078733190199883	0.8010213373011333	0.91682448822091	0.30493885141273813
sll1169	sll1169	sll1169	hypothetical protein	0.17780852260327276	0.14912176524349388	0.8313727550868939	0.9271766257879981	0.020284600659352746
sll1170	sll1170	sll1170	unknown protein	0.31784719107613146	0.175862844876922	0.6984100208815922	0.41193541772387504	0.1003980940197994
sll1173	sll1173	sll1173	hypothetical protein	-1.2897337209163091	-2.000105688325645	0.7324131804450047	0.6344941395930603	0.5023088353199705
sll1174	sll1174	sll1174	unknown protein	-0.5665943376414239	0.28142053332380496	0.05405695937378547	0.10219986415879484	-0.5996370658065484
sll1178	sll1178	sll1178	probable carbamoyl transferase	0.19870650203682438	0.06667978071673905	0.6652586483325006	0.9425908845081489	0.09335698994325886
sll1186	sll1186	sll1186	hypothetical protein	-1.1942722598448992	-2.988620068167638	0.8624632381404762	0.8753595637872725	1.2687955030722278
sll1188	sll1188	sll1188	hypothetical protein	0.27512290631635117	0.24661671920684372	0.8010213373011333	0.23655741174343653	0.02015691821090526
sll1191	sll1191	sll1191	hypothetical protein	-1.9683015083350592	-1.2591883831501975	0.012227041170706682	0.7940384519216179	-0.5014186994466009
sll1192	sll1192	sll1192	hypothetical protein	0.3076964697699768	0.34141891470686886	0.9190642338250596	0.1108425638853074	-0.023845369493066346
sll1193	sll1193	sll1193	hypothetical protein	0.16673859464990837	-0.1677223917248343	0.9647691158263495	0.8195156006182487	0.23649963150792197
sll1200	sll1200	sll1200	hypothetical protein	0.5988811759877314	0.2926961560045976	0.8927347877322642	0.42489288153327165	0.21650550392781245
sll1201	sll1201	sll1201	hypothetical protein	0.24188167651006487	-0.15980606778668432	0.7258378893738329	0.8538209956217918	0.28403612791175925
sll1202	sll1202	sll1202	iron(III) dicitrate-binding protein of ABC tran sporter;  FecB homolog	0.46891357718202986	0.07095472609464967	0.9458951075850284	0.9760244128074421	0.281399402237094
sll1203	sll1203	sll1203	hypothetical protein	0.3252773825921325	0.1476724997089852	0.48928840640055	0.6265091551537586	0.12558561705851604
sll1204	sll1204	sll1204	similar to macrolide efflux protein	0.1143138649982427	0.03212109187588863	0.6652586483325006	0.9575812911341901	0.05811906723934396
sll1213	sll1213	sll1213	GDP-fucose synthetase	-0.9291743665811479	-0.47342210668259677	0.21242716088599387	0.07956944441886626	-0.3222655135153593
sll1214	sll1214	cycI; ycf59	hypothetical protein YCF59	-1.8987256151824887	-1.8995664057133368	0.014165882177057623	0.01010784014825894	5.945286859201059e-4
sll1217	sll1217	sll1217	unknown protein	-0.026225057197558056	-0.04383214602656962	0.6984100208815922	0.8618620754825115	0.012450091907947982
sll1219	sll1219	sll1219	hypothetical protein	-0.0395678870567067	0.10990953922655301	0.6326011029152486	0.9721864924133998	-0.10569650175920521
sll1220	sll1220	hoxE	putative diaphorase subunit of the bidirectiona l hydrogenase	-1.3165999144896348	-0.36558584532951643	0.2871038646357691	0.9721864924133998	-0.6724684973069319
sll1222	sll1222	sll1222	hypothetical protein	0.140581607707851	-0.8305436786595587	0.8927347877322642	0.6105174144329285	0.6866892753721232
sll1225	sll1225	sll1225	unknown protein	0.4454413741339735	0.2536753590659448	0.49333821959901863	0.6393507795868405	0.13559904965572475
sll1228	sll1228	hik4	two-component hybrid sensor and regulator	-0.1521874989092615	-0.557961542671217	0.2657783821366908	0.05794170637392431	0.2869255779735656
sll1229	sll1229	hik41	two-component hybrid sensor and regulator	-0.16014329076853526	-1.3913957460429445	0.6984100208815922	0.004202174557852471	0.8706269604771211
sll1232	sll1232	sll1232	hypothetical protein	0.23041283316125247	-0.22480059640757633	0.6652586483325006	0.5044575982201376	0.3218845029353037
sll1233	sll1233	sll1233	hypothetical protein	-3.2581373747496216	0.12668041016787762	0.3178048046721386	0.6955938990506173	-2.3934276087959927
sll1236	sll1236	sll1236	unknown protein	0.39042082566900876	0.07066152404972297	0.8313727550868939	0.8445496815343818	0.22610397052247155
sll1239	sll1239	sll1239	unknown protein	0.18403681246663073	0.1397238423256105	1	0.7855701827274837	0.031334001681232404
sll1241	sll1241	sll1241	unknown protein	-0.5136192516799236	0.37615810410014683	0.2657783821366908	0.34231160737457933	-0.6291676020183231
sll1242	sll1242	sll1242	hypothetical protein	0.37492281388430593	0.059874219652439484	0.23672765952564015	0.6105174144329285	0.22277299738464176
sll1247	sll1247	sll1247	hypothetical protein	0.2958927652759943	0.17779420524854347	0.8313727550868939	0.6265091551537586	0.083508292643777
sll1250	sll1250	sll1250	hypothetical protein	-0.9712314648895011	0.12471200639609432	0.6984100208815922	0.72043285480211	-0.7749490603431687
sll1251	sll1251	sll1251	hypothetical protein	0.16668805019000635	0.06569617272257358	0.8010213373011333	0.9271766257879981	0.0714120414019826
sll1252	sll1252	sll1252	hypothetical protein	0.11854855074452972	0.16559467679162332	0.8624632381404762	0.8584711895836435	-0.03326663475645695
sll1254	sll1254	sll1254	hypothetical protein	-2.515242005115283	0.42901144727749985	0.8010213373011333	0.04631610579500649	-2.0819015817188404
sll1258	sll1258	sll1258	dCTP deaminase	-4.010474546234538	-5.019014852198197	0.11635175242516728	0.056034826464601235	0.7131456894468585
sll1262	sll1262	sll1262	hypothetical protein	0.6527260662503647	0.3981067983760544	0.02303330397334184	0.0997508290202725	0.18004301093467884
sll1263	sll1263	sll1263	cation efflux system protein	1.798574266400484	0.2810051686966142	0.07597918091405867	0.5801651844792806	1.0730833999055567
sll1265	sll1265	sll1265	unknown protein	-0.8338839054569707	-0.4434371960989448	0.9458951075850284	0.9011593758271035	-0.27608751587903313
sll1267	sll1267	sll1267	unknown protein	-0.17242722982310105	-0.1360355463744263	0.8624632381404762	0.527387412164371	-0.025732806145352154
sll1268	sll1268	sll1268	unknown protein	-0.6216023490362935	0.0294333326793131	0.9647691158263495	0.9138872385391681	-0.46035174533551226
sll1271	sll1271	sll1271	probable porin	-0.5914668010393104	-0.3443488622780876	0.7708972345456213	0.8028815423590938	-0.1747387702509026
sll1272	sll1272	sll1272	unknown protein	-1.0297139327767058	0.02309626918967643	0.2657783821366908	0.903847970931126	-0.7444492331128074
sll1273	sll1273	sll1273	unknown protein	0.0562625149466109	0.15747063654891744	0.45352377927595783	0.5499786820249496	-0.07156494909614365
sll1274	sll1274	sll1274	hypothetical protein	-0.9920211283771077	0.1867158492526045	0.594324564040631	0.5211609257779276	-0.8334929101173051
sll1276	sll1276	sll1276	ATP-binding protein of ABC transporter	-0.707742416686747	-2.805194282911167	0.3178048046721386	0.036913981786126676	1.4831224378196668
sll1280	sll1280	sll1280	hypothetical protein	0.31467008142490605	0.18095539733102942	0.6984100208815922	0.42489288153327165	0.09455055986699715
sll1284	sll1284	sll1284	esterase	0.31755652783463795	0.6467722916353565	0.48928840640055	0.007032668289482379	-0.2327906990569968
sll1285	sll1285	sll1285	hypothetical protein	1.0453104574800913	0.1743228218471806	0.6326011029152486	0.6922301968054615	0.615881263485669
sll1286	sll1286	sll1286	transcriptional regulator	0.14563822489458625	0.26812716177843415	0.7708972345456213	0.3914441053575694	-0.08661275789089987
sll1289	sll1289	sll1289	hypothetical protein	-1.360280545936418	0.04634935735475755	0.8010213373011333	0.6955938990506173	-0.9946375432369677
sll1291	sll1291	taxP2	two-component response regulator PatA subfamily	-1.3881531330367907	-0.7803072698737157	0.9190642338250596	0.9469218305057979	-0.42981193175880056
sll1292	sll1292	taxY2	two-component response regulator CheY subfamily	0.9849034289822644	1.2690207920388723	0.13092199202511332	0.267963686191185	-0.20090131407016776
sll1293	sll1293	sll1293	unknown protein	0.48833113971860054	0.18317139348551278	0.6652586483325006	0.9364349138175238	0.2157805259065823
sll1296	sll1296	hik39	two-component hybrid sensor and regulator	-0.5732713713024931	-0.8644998911918411	0.9647691158263495	0.833280104803792	0.20592966128867932
sll1300	sll1300	sll1300	putative methyltransferase	0.262467138325182	0.06937961374140447	0.6984100208815922	0.6035556165508199	0.13653349799571327
sll1304	sll1304	sll1304	unknown protein	-0.3221281295893863	0.7723078944616112	0.8624632381404762	0.5801651844792806	-0.7738831341813037
sll1305	sll1305	sll1305	probable hydrolase	-1.2180291352535113	-0.7340303099336565	0.41870951708492	0.044832065428441044	-0.3422388514699926
sll1306	sll1306	sll1306	periplasmic protein;  function unknown	0.024736063750512852	0.060478027399182614	0.9458951075850284	0.9364349138175238	-0.02527338486889746
sll1307	sll1307	sll1307	periplasmic protein;  function unknown	-2.6830001513097086	-2.5295344018941646	0.102132247396431	0.23151782463300366	-0.10851667209160662
sll1308	sll1308	sll1308	probable oxidoreductase	-0.08273991572081049	0.3491744353270483	0.9190642338250596	0.8584711895836435	-0.30540956651772794
sll1315	sll1315	sll1315	unknown protein	0.6008174718933391	-0.10877765932957661	0.9458951075850284	0.9510662035735318	0.5017595291846817
sll1318	sll1318	sll1318	hypothetical protein	0.025624877128388235	-0.016561210746338626	0.7324131804450047	0.745783530021352	0.029830068807950947
sll1319	sll1319	sll1319	hypothetical protein	0.05795547582175072	-2.134168357672203	0.5217432202413865	0.8963571804738156	1.5500656278642246
sll1329	sll1329	sll1329	inositol monophosphate family protein	1.6615886444448869	0.0813343642259992	0.48928840640055	0.4774331276242872	1.117408517541842
sll1330	sll1330	sll1330	two-component system response regulator OmpR su bfamily	-0.2802249571955103	-0.5497301564377219	0.16704207473650773	0.1369938139670827	0.1905689539491994
sll1333	sll1333	sll1333	unknown protein	-0.9082344036817107	0.12039971630553768	0.594324564040631	0.527387412164371	-0.72735416160284
sll1334	sll1334	sll1334	two-component sensor histidine kinase	-0.4957700993091029	-0.4780251930841269	0.8624632381404762	0.7993737655986074	-0.0125475435231999
sll1336	sll1336	sll1336	hypothetical protein	0.29131509233488134	0.281195013566131	0.8313727550868939	0.34231160737457933	0.0071559763235253555
sll1338	sll1338	sll1338	unknown protein	-0.9152719115477193	-2.9976323032074146	0.8927347877322642	0.00757043713806132	1.4724511538168454
sll1340	sll1340	sll1340	hypothetical protein	0.3384373131794055	0.1979236648104362	0.5217432202413865	0.39820491008072495	0.09935815361096026
sll1344	sll1344	sll1344	unknown protein	0.4409440993813632	0.05036847465833652	0.34672092298393176	0.9138872385391681	0.27617867280782427
sll1348	sll1348	sll1348	hypothetical protein	0.259211172636848	0.0020029982732013636	0.48928840640055	0.7993737655986074	0.18187364426914643
sll1350	sll1350	sll1350	hypothetical protein	-1.0394151012612793	0.0526493764707724	0.7324131804450047	0.9830367249299656	-0.7722061976972793
sll1352	sll1352	sll1352	unknown protein	-1.0074020005703	0.04173114453538786	0.02303330397334184	0.8538209956217918	-0.7418491612718019
sll1353	sll1353	hik15	two-component sensor histidine kinase	-0.9518284963958346	0.036838647211428786	0.8010213373011333	0.9944022357138749	-0.6990932415810301
sll1355	sll1355	sll1355	hypothetical protein	0.11830972810866543	-1.370757404878606	0.9647691158263495	0.09687659582251708	1.05292946737731
sll1358	sll1358	sll1358	putative oxalate decarboxylase;  periplasmic pro tein	0.2503380643312728	0.04995118133972229	0.9190642338250596	0.9858351800030017	0.1416949238241606
sll1359	sll1359	sll1359	unknown protein	-0.05406747975191785	0.2572937488289964	0.45352377927595783	0.2786359694024496	-0.22016563612813914
sll1365	sll1365	sll1365	unknown protein	0.18612274291019587	-1.2049854757234049	1	0.954877726251999	0.9836620547601574
sll1366	sll1366	sll1366	putative SNF2 helicase	-0.620695051942326	-0.8195189563683781	0.7324131804450047	0.9510662035735318	0.14058973108164746
sll1367	sll1367	sll1367	hypothetical protein	-2.977221855958833	-1.3092058337486705	0.00872410061899529	0.007267826699095468	-1.1794654404326166
sll1369	sll1369	sll1369	putative peptidase	-0.20354400565235392	0.2684476214078499	0.2657783821366908	0.20755768882287196	-0.33374848015754205
sll1371	sll1371	sycrp1	cAMP receptor protein;  essential for motility	0.29421863488428096	0.31920012606206866	0.8624632381404762	0.07699854932276869	-0.01766458181596559
sll1372	sll1372	sll1372	hypothetical protein	-2.301136760463851	-3.448723066494125	0.00872410061899529	0.010524080412043791	0.8114660589908272
sll1373	sll1373	sll1373	unknown protein	0.45540646251210787	0.038518645101041804	0.41870951708492	0.8445496815343818	0.29478420268542405
sll1376	sll1376	sll1376	hypothetical protein	-3.3608256388533015	0.7910061000436821	0.07597918091405867	0.004964800699912887	-2.9357883769195925
sll1377	sll1377	sll1377	probable glycosyltransferase	-3.4533408002252886	-4.355561313094765	0.012227041170706682	0.0042112226307496874	0.6379662427756115
sll1378	sll1378	sll1378	periplasmic protein;  function unknown	-0.13632313177028713	0.013766143340467801	0.8624632381404762	0.42489288153327165	-0.1061291442141881
sll1380	sll1380	sll1380	periplasmic protein;  function unknown	0.5647763850462614	0.2488257946855897	0.19000563603671725	0.2786359694024496	0.22341080496392393
sll1381	sll1381	sll1381	hypothetical protein	0.11680903868122383	0.07022709618605187	0.9458951075850284	0.9760244128074421	0.0329384074191779
sll1384	sll1384	sll1384	similar to DnaJ protein	0.7813821439394113	0.20792392401519041	0.8624632381404762	0.8538209956217918	0.40549619603558307
sll1386	sll1386	sll1386	hypothetical protein	-1.067015765973082	0.04740946642687458	0.03851561305067935	0.8133675238414292	-0.7880176389554033
sll1387	sll1387	pppA	serine/threonine protein phosphatase PppA	-0.357724030282236	-0.005439809021519965	0.6652586483325006	0.8028815423590938	-0.2491025617584744
sll1388	sll1388	sll1388	hypothetical protein	0.0464550008476825	0.17702431713019903	0.6984100208815922	0.5729877325201221	-0.09232644895825852
sll1389	sll1389	sll1389	hypothetical protein	1.586305106974448	0.32935029228849183	0.3178048046721386	0.18841440977626614	0.8888012731095197
sll1390	sll1390	sll1390	hypothetical protein	-0.6914778034841446	0.012902153077983635	0.9190642338250596	0.5801651844792806	-0.49807184381696656
sll1392	sll1392	sll1392	transcriptional regulator	0.1395854813211994	-0.04031775802081309	0.9190642338250596	0.7653116889896773	0.1272108004961635
sll1396	sll1396	sll1396	unknown protein	-1.6217503698318285	-1.2138368265097783	0.14692368791880397	0.5877857167219747	-0.2884384326208542
sll1399	sll1399	sll1399	hypothetical protein	-0.6451856604438236	-0.7889056469323218	0.8313727550868939	0.8618620754825115	0.10162537703805602
sll1400	sll1400	sll1400	hypothetical protein	-2.100583160973161	-3.0628581228277727	0.7324131804450047	0.8584711895836435	0.6804311508934223
sll1401	sll1401	sll1401	unknown protein	0.20831772480124539	-0.1168528628031528	0.8542992235356	0.6491684923217741	0.22993032753748427
sll1405	sll1405	sll1405	biopolymer transport ExbD protein homolog	0.23714643304799388	0.28819315519932015	0.9190642338250596	0.4318112562083061	-0.036095483390548355
sll1407	sll1407	sll1407	probable methyltransferase	0.260958958474184	0.20953382288443947	0.9647691158263495	0.7653116889896773	0.036363062098946006
sll1411	sll1411	sll1411	hypothetical protein	-0.36991058358501233	0.10379415525707797	0.41870951708492	0.7853048391346065	-0.3349598331154446
sll1414	sll1414	sll1414	hypothetical protein	-0.8618209561416689	-1.782846930219814	0.032729498465121507	0.004512654927859494	0.6512637119196018
sll1415	sll1415	ppnK	hypothetical protein	0.3982129633112848	-0.16898290667705895	0.45352377927595783	0.9944022357138749	0.4010680459297612
sll1418	sll1418	psbP2	photosystem II oxygen-evolving complex 23K prot ein PsbP homolog	0.20547066680445694	0.2647590306406528	0.9190642338250596	0.31722258615748844	-0.04192320411402937
sll1424	sll1424	sll1424	hypothetical protein	-3.4734842864341227	-0.02868878732837176	0.009809899642329289	0.6892156628601628	-2.435838257218574
sll1426	sll1426	sll1426	unknown protein	0.3242789776428463	0.1614690440523655	0.8927347877322642	0.7026987350670987	0.11512400808636043
sll1428	sll1428	sll1428	probable sodium-dependent transporter	0.11572157322714662	0.23180632143485383	0.45352377927595783	0.8133675238414292	-0.08208431265000268
sll1429	sll1429	sll1429	unknown protein	0.2381710718302174	0.5292085464610038	0.9647691158263495	0.25369606677924234	-0.20579457189083683
sll1433	sll1433	sll1433	hypothetical protein	0.2876149298914203	0.28876556947910703	0.5217432202413865	0.25369606677924234	-8.136250551549879e-4
sll1439	sll1439	sll1439	unknown protein	0.3520623612816664	0.014583835363099634	0.5602916101530038	0.9944022357138749	0.23863335418185858
sll1442	sll1442	sll1442	hypothetical protein	0.7313786610548842	0.28595140545255	0.6326011029152486	0.2991671332614426	0.3149646329617241
sll1446	sll1446	sll1446	hypothetical protein	-0.07184302327551496	-0.15134319991357978	0.9458951075850284	0.8700344634508764	0.05621511400630397
sll1447	sll1447	sll1447	hypothetical protein	0.1422866005233941	0.08693965064104522	0.9190642338250596	0.9690795205267375	0.03913620357980087
sll1455	sll1455	sll1455	hypothetical protein	-1.5005226556203837	-0.3793148519600712	0.5602916101530038	0.8445496815343818	-0.7928136410874821
sll1456	sll1456	sll1456	unknown protein	-0.5364388974666652	-0.025099822601865027	0.8010213373011333	0.8677386769713633	-0.3615713273225558
sll1459	sll1459	surE	stationary-phase survival protein SurE homolog	-0.15748696363828704	0.32256680881715805	0.9190642338250596	0.12026940949988313	-0.33944927783742906
sll1461	sll1461	sll1461	hypothetical protein	-0.35984425890551675	-1.5832233643585725	0.8624632381404762	0.00574084884857631	0.865059661427788
sll1464	sll1464	sll1464	hypothetical protein	-0.7856526916980434	0.036185167624962815	0.8313727550868939	0.954877726251999	-0.5811271233631335
sll1466	sll1466	sll1466	probable glycosyltransferase	-2.0873308610423917	-2.905062406752439	0.594324564040631	0.7734808266345189	0.5782235211617316
sll1469	sll1469	sll1469	hypothetical protein	0.39093954418093724	0.18321667096049385	0.5602916101530038	0.3613428939991224	0.14688225226172902
sll1472	sll1472	sll1472	unknown protein	-0.3222381637866212	-0.0951122093226307	0.23672765952564015	0.6922301968054615	-0.16060230258495467
sll1473	sll1473	sll1473; ccaS	a part of phytochrome-like sensor histidine kin ase gene (disrupted by insertion of IS)	-0.39745941767425663	0.04575557212839421	0.2871038646357691	0.745783530021352	-0.3134003248129809
sll1475	sll1475	hik32; ccaS	a part of phytochrome-like sensor histidine kin ase gene (disrupted by insertion of IS)	-0.4072373909645568	0.0971732414230381	0.13092199202511332	0.8618620754825115	-0.3566721786638631
sll1476	sll1476	sll1476	unknown protein	-0.2820044590956354	-0.2905065273546531	0.31525333969256586	0.10637482394208368	0.0060118701200623376
sll1477	sll1477	sll1477	hypothetical protein	0.24207209709982738	-0.11689603433359423	0.9647691158263495	0.9138872385391681	0.25382879996643626
sll1481	sll1481	sll1481	ABC-transporter membrane fusion protein	-0.05219169794217021	-0.18548457068227173	0.2871038646357691	0.24883235374309712	0.09425229419836129
sll1482	sll1482	sll1482	ABC transporter permease protein	0.26543956315505696	0.04206392726665233	0.9647691158263495	0.9901425144145735	0.15795042688854802
sll1483	sll1483	sll1483	periplasmic protein;  similar to transforming gr owth factor induced protein	-0.068976284547282	0.12811815482028668	0.41870951708492	0.988029252035692	-0.13936681461096864
sll1485	sll1485	sll1485	hypothetical protein	0.3253554414520708	0.11756953163207501	0.8010213373011333	0.988029252035692	0.14692682586873546
sll1486	sll1486	sll1486	hypothetical protein	-0.23309824361783144	-0.5079729358026028	0.9647691158263495	0.7653116889896773	0.19436575882041673
sll1488	sll1488	sll1488	hypothetical protein	0.29432949220334287	0.16108834362444657	0.6652586483325006	0.6833931961331212	0.09421571969322189
sll1489	sll1489	cpmA	circadian phase modifier CpmA homolog	-2.4327911080252127	-2.7470410414780435	0.2871038646357691	0.6892156628601628	0.22220825893191795
sll1491	sll1491	sll1491	periplasmic WD-repeat protein	-0.008065429225491003	-0.028707982014162768	1	0.91682448822091	0.014596489057871082
sll1495	sll1495	sll1495	hypothetical protein	-0.42708253833226234	0.3223498380420813	0.9647691158263495	0.5566096753520644	-0.5299287153750473
sll1496	sll1496	sll1496	mannose-1-phosphate guanyltransferase	0.7111265968809792	0.2801628887824067	0.13092199202511332	0.24350070839640978	0.30473736044180044
sll1500	sll1500	sll1500	hypothetical protein	-2.651465027198893	0.36007011547544227	0.6326011029152486	0.10219986415879484	-2.1294769211666194
sll1503	sll1503	sll1503	unknown protein	-1.4425790166997527	0.009502522571251963	0.3811252389316491	0.7653116889896773	-1.0267767032543273
sll1504	sll1504	sll1504	hypothetical protein	-2.9368984485244547	0.005031072105907055	0.06417443964082256	0.8906542754697802	-2.0802583138106177
sll1505	sll1505	sll1505	hypothetical protein	0.07017761537186874	0.05962363676139169	0.7777154175117044	0.9627250585964575	0.007462789843966098
sll1507	sll1507	sll1507	salt-induced periplasmic protein	0.2987722708516583	-0.022311075906282327	0.6984100208815922	0.6955938990506173	0.22704021181861148
sll1510	sll1510	sll1510	unknown protein	-0.6771135564311063	-1.6043000733285901	0.3811252389316491	0.8445496815343818	0.6556198735229463
sll1511	sll1511	sll1511	unknown protein	1.2662782571053268	0.18692805986590866	0.9190642338250596	0.561343345661614	0.7632158437430301
sll1512	sll1512	sll1512	hypothetical protein	0.5595529917758941	0.12914959437586943	0.06417443964082256	0.7734808266345189	0.3043411609472859
sll1515	sll1515	gifB	glutamine synthetase inactivating factor IF17	0.15274239447337096	0.4050441185494432	0.594324564040631	0.04631610579500649	-0.17840425999924792
sll1516	sll1516	sll1516	hypothetical protein	-0.3203809375390392	0.14305794724682494	0.6984100208815922	0.745783530021352	-0.3277007780976156
sll1521	sll1521	sll1521	flavoprotein	-1.1560700818254979	-0.574966995381708	0.02303330397334184	0.10506163556355008	-0.4109019329928363
sll1524	sll1524	sll1524	hypothetical protein	-0.19427707287008453	-0.11914189501771116	0.45352377927595783	0.6426412355550969	-0.0531285937650705
