sgRNA target	Number sgRNAs	Locus tag	Gene name	Gene product	Weighted mean fitness at 30% CO2	Weighted mean fitness at 4% CO2	Standard deviation of weighted mean fitness at 30% CO2	Standard deviation of weighted mean fitness at 4% CO2	adjusted p value for 30% CO2	adjusted p value for 4% CO2	Combined score for 30% CO2	Combined score for 4% CO2	Impact score
ssl0259	5	ssl0259	ssl0259	hypothetical protein	-3.36779318680779	-3.62189463430624	2.14016955752823	2.44765877784173	0.167042074736508	0.20123938752781	2.61736172150368	2.52187819675564	0.179676856635469
sll0723	5	sll0723	sll0723	unknown protein	0.380484923397091	0.126667659765673	0.136165990274551	0.171959453450068	0.212427160885994	0.851068828310938	0.25598643458628	0.00887120956454747	0.17947590829599
slr1815	5	slr1815	slr1815	hypothetical protein	-0.0481991632801243	-0.301456819737979	0.931341605395348	0.348676542511603	0.594324564040631	0.576431906113401	0.0108918695227949	0.0721241435799123	0.179080206268762
slr0144	5	slr0144	slr0144	hypothetical protein	0.482901501919576	0.23043760567939	0.239123361788242	0.205423352342492	0.212427160885994	0.972096826221706	0.324891279867456	0.00283218758239833	0.178518933036212
glyS	5	slr0220	glyS	glycyl-tRNA synthetase beta chain	-4.44529724809579	-4.69738910035248	2.17840680048988	3.23992665540951	0.00980989964232929	0.0855470903324196	8.92764798484149	5.01584745434694	0.178255858212579
slr1046	5	slr1046	slr1046	putative TatA protein	-3.94843054108394	-4.20029227392434	2.68406387413244	2.15372847931352	0.167042074736508	0.0134408636598083	3.06861804897374	7.86115287374486	0.178093139212843
sll1041	5	sll1041	cysA	similar to sulfate transport ATP-binding protei n CysA	0.395554633527745	0.143888606584672	0.281365630635815	0.123032816383876	0.770897234545621	0.891443924977185	0.0446990628868675	0.00718090052834887	0.177954754245723
sll5075	5	sll5075	sll5075	hypothetical protein	0.363388563430568	0.111923823358346	0.233920483131403	0.107495574168142	0.892734787732264	0.799499133977992	0.0179068950087784	0.0108769812643793	0.177812422934381
sll1132	5	sll1132	sll1132	unknown protein	0.426306248922298	0.175042395373949	0.164870746146647	0.124631721590785	0.146923687918804	0.746352504788104	0.35507396148689	0.0222401875203717	0.177670374711101
slr0510	5	slr0510	slr0510	hypothetical protein	-0.733501072965828	-0.984665097564357	1.14610705722231	1.12660337780323	0.732413180445005	0.355751015093573	0.0992015081874889	0.441970722005015	0.177599784983725
adk	5	sll1059	adk1	adenylate kinase	0.387688295874262	0.136731855662525	0.417284810859331	0.101103279963922	0.632601102915249	0.830847581906481	0.0770995928180499	0.0110039937560859	0.177453000656155
slr1023	5	slr1023	slr1023	unknown protein	-0.578119323396436	-0.829001583129387	0.676825032427346	0.811797769287264	0.91906423382506	0.678548525328875	0.0211904634429602	0.139619691416785	0.177400547136574
slr1864	5	slr1864	slr1864	hypothetical protein	0.290129387597409	0.0393318179656	0.309767713334382	0.192910889270568	0.96476911582635	0.830847581906481	0.00451923162658278	0.00316537120930473	0.177340662191758
hsp17	5	sll1514	hspA	16.6 kDa small heat shock protein;  molecular ch aperone	-0.609054077151911	-0.859334486943373	0.749282169558643	1.11397473014579	0.732413180445005	0.851068828310938	0.0823708175052984	0.0601837622469717	0.176974974961691
sll0230	5	sll0230	sll0230	hypothetical protein	0.211312321046879	-0.038840032401947	0.119108454377864	0.189133470294249	0.862463238140476	0.613832048322259	0.0135788045145796	0.00823216198402619	0.176884425453439
slr0551	5	slr0551	slr0551	hypothetical protein	-0.782992662502936	-1.03233368448514	0.949202196861291	0.576917225733607	0.831372755086894	0.0533890217087219	0.0627993093876395	1.31369420372756	0.176310727471603
slr0252	5	slr0252	slr0252	probable precorrin-6x reductase	-0.0883473923800887	-0.337670823962408	0.180260476323447	0.70207209458731	0.346720922983932	0.972096826221706	0.0406415630177855	0.00415013474795047	0.176298289180558
slr0149	5	slr0149	slr0149	hypothetical protein	0.308628798814977	0.0597253962738278	0.199373632897238	0.148978295595809	0.698410020881592	0.746352504788104	0.0481120008427756	0.00758847026756425	0.176001283797251
slr0594	5	slr0594	slr0594	hypothetical protein	0.381022810209738	0.132691287327858	0.472429662564065	0.22281375857105	0.862463238140476	0.830847581906481	0.0244842999679418	0.0106788143126395	0.17559690381216
sll0790	4	sll0790	hik31	two-component sensor histidine kinase	0.332307968760372	0.0847641985209086	0.184739010351997	0.0752696582294066	0.665258648332501	0.835084036174793	0.058821657736478	0.00663447842470955	0.175039878576809
sll1192	5	sll1192	sll1192	hypothetical protein	0.307696469769977	0.0603329341433662	0.399081467391854	0.302652588022761	0.91906423382506	0.952507446680345	0.0112783477913909	0.00127493265802867	0.174912433459856
slr1520	5	slr1520	slr1520	oxidoreductase;  aldo/keto reductase family	0.326696936956261	0.0801904830061951	0.354416779696819	0.117280186382672	0.945895107585028	0.613832048322259	0.00789202470474328	0.0169964082123476	0.174306385194341
slr2119	5	slr2119	slr2119	unknown protein	0.429716888231533	0.183210861410404	0.325519387372202	0.214777490459333	0.698410020881592	0.799499133977992	0.0669883671521686	0.0178047983637181	0.174306083168573
ssl2501	5	ssl2501	ssl2501	unknown protein	0.404275028299869	0.158243064146373	0.280942640510655	0.213895377125213	0.521743220241387	0.952507446680345	0.114225154369522	0.00334393235222622	0.173970870241583
slr1920	5	slr1920	slr1920	unknown protein	0.37807097749974	0.132714255473884	0.228987011372596	0.0992382138930939	0.560291610153004	0.891443924977185	0.0951173198189434	0.00662323369356584	0.173493401954186
cysE	5	slr1348	cysE	serine acetyltransferase	-1.30783820242646	-1.5526041175058	0.928080217093997	0.955756235765989	0.212427160885994	0.0226205492561523	0.879900405686979	2.55480519094333	0.173075638355931
ssl0788	5	ssl0788	ssl0788	hypothetical protein	-1.00018323500117	-1.24486586636559	0.816479503701269	1.02387816953869	0.521743220241387	0.539930253869482	0.282594957438417	0.333203707115624	0.173016747876351
sll0685	5	sll0685	sll0685	hypothetical protein	-0.477661075042448	-0.722296860607043	0.462499212883665	0.536439140627125	0.521743220241387	0.355751015093573	0.134959881797511	0.324205728195403	0.172983622893623
sds	5	slr0611	sds	Solanesyl diphosphate synthase	-3.69170815656895	-3.93611071097879	1.65942043009617	2.09070051242242	0.00872410061899529	0.00942124926252689	7.6022583145351	7.97413325492851	0.172818703562517
lrtA	5	sll0947	lrtA	light repressed protein A homolog	0.420907997493444	0.176837289194635	1.4720848916242	0.150391321486016	0.265778382136691	0.972096826221706	0.242224280271907	0.0021734142441093	0.172584052927091
acs	5	sll0542	acs	acetyl-coenzyme A synthetase	0.426273908002047	0.182485723498495	0.206981231115504	0.0831058259126853	0.287103864635769	0.891443924977185	0.231023817056382	0.00910712709915186	0.172384278435619
ssl1326	4	ssl1326	ssl1326	unknown protein	0.400552295464024	0.156829962142762	0.211008289195548	0.093950918086671	0.500187892819868	0.952507446680345	0.120512897258952	0.00331407121719095	0.172337714618073
uvrC	5	sll0865	uvrC	excinuclease ABC subunit C	-1.65455654735896	-1.89804310533654	1.59243641181611	1.96946038508184	0.632601102915249	0.746352504788104	0.329041751977953	0.241157774916485	0.17217099627372
ssr2708	3	ssr2708	ssr2708	hypothetical protein	0.353160389516861	0.1097372964305	0.203207324861605	0.0736935763880723	0.560291610153004	0.972096826221706	0.0888501676039943	0.00134872347488647	0.17212611981877
sll7106	5	sll7106	sll7106	exodeoxyribonuclease V alpha chain	0.309760155235986	0.0666147372292362	0.268753017972523	0.262823970514289	0.732413180445005	0.972096826221706	0.0418931555908331	0.000818726748306274	0.171929773887011
sll0525	5	sll0525	sll0525	hypothetical protein	-0.123110482968829	-0.366236133285266	0.402396395116639	0.61665331758219	0.91906423382506	0.799499133977992	0.00451250820240655	0.0355915607647575	0.171915796019142
ssl1263	5	ssl1263	ssl1263	hypothetical protein	0.349714255765898	0.107231794632067	1.16031025046322	0.179791393339759	0.831372755086894	0.934932621803461	0.0280485562596551	0.00313327942083977	0.171460992586535
sll0033	5	sll0033	crtH	carotene isomerase	-0.0363648652313397	-0.278012677735085	1.08607752504109	0.485858613705605	0.521743220241387	0.17662761241048	0.0102746448677399	0.209327255254187	0.170870806880294
gltD	5	sll1027	gltD	NADH-dependent glutamate synthase small subunit	0.44051847815165	0.20077572187522	0.381401805582814	0.0870070482623268	0.698410020881592	0.746352504788104	0.0686722220138516	0.0255097611895879	0.169523728703418
cydB	5	slr1380	cydB	quinol oxidase subunit II	0.469770869986674	0.230663007096996	0.185132869557014	0.126377048750368	0.167042074736508	0.830847581906481	0.36509376460437	0.0185634450549696	0.169074791284314
dfr	5	sll0698	dspA;  dfr;  hik33;  nblS	drug sensory protein A;  low temperature sensor;  two-component sensor histidine kinase	0.0228849567111754	-0.216128261688366	0.820985555865567	0.380383169713165	0.892734787732264	0.539930253869482	0.0011277144036641	0.0578493956278742	0.169007867523537
slr0265	1	slr0265	slr0265	putative transposase [ISY523c: 1513158 - 151402 3]	0.312153086408633	0.0734116227072266	NA	NA	0.665258648332501	0.952507446680345	0.0552540526747171	0.00155130653924302	0.168815707933666
sll0898	5	sll0898	sll0898	hypothetical protein	-1.66218072067828	-1.90065611844439	1.42188957567555	1.564094689829	0.862463238140476	0.851068828310938	0.106810748006437	0.133113051650686	0.168627570906571
sll1203	5	sll1203	sll1203	hypothetical protein	0.325277382592132	0.0882337354299751	0.199293011370347	0.161593783921047	0.48928840640055	0.851068828310938	0.100977508545839	0.00617947753286172	0.167615170345553
fbp	5	sll1636	fbp	ferripyochelin binding protein	0.3992441824685	0.162697492272365	0.094663302747737	0.248161729828678	0.102132247396431	0.891443924977185	0.395585952515408	0.00811957621906749	0.167263768704921
proS	5	sll1425	proS	proline-tRNA ligase	-3.58132571556784	-3.81774221616898	0.957406559315415	0.99921235665466	0.00872410061899529	0.00942124926252689	7.3749500349285	7.73433152674896	0.167171710759461
natB	5	slr0559	natB	periplasmic binding protein of ABC transporter for natural amino acids	0.211913929709937	-0.0240521092652002	0.324726849219325	0.424632944551095	0.831372755086894	0.830847581906481	0.0169963897143863	0.00193568103711106	0.166853186289049
hofG	5	sll1695	pilA2	pilin polypeptide PilA2	0.468189534906585	0.232270700259029	0.22245472547606	0.161780604972636	0.346720922983932	0.972096826221706	0.215376526398328	0.00285471718511013	0.166819807788915
sll0062	5	sll0062	sll0062	hypothetical protein	-0.873752618794783	-1.10959011639184	0.560828807831845	0.491281464568689	0.0273335965306326	0.0189548347205997	1.36594028284804	1.91102486356672	0.166762293808943
sll1064	5	sll1064	sll1064	hypothetical protein	0.391616411491244	0.156025056354971	0.42843107023627	0.229034010283693	0.317804804672139	0.934932621803461	0.194962134654365	0.00455900323117602	0.166588244805787
rfbW2	5	sll0380	rfbW	probable glycosyltransferase	-0.518113786627035	-0.753600627256649	0.704303278452522	1.08322558577431	0.862463238140476	0.830847581906481	0.0332936848644825	0.060648753406682	0.166514341889396
slr0793	5	slr0793	nrsB	cation efflux system protein involved in nickel and cobalt tolerance	0.477284857978784	0.242066254083425	0.306287093395914	0.181509779847695	0.732413180445005	0.914355054285718	0.0645498411544281	0.00941277778632743	0.166324669875641
slr1478	5	slr1478	slr1478	hypothetical protein	0.49336098033061	0.258385009695499	0.235488094959668	0.184949322521126	0.167042074736508	0.851068828310938	0.383427387958122	0.0180960757748806	0.166153102251978
sll0185	5	sll0185	sll0185	hypothetical protein	0.471313702320413	0.238813680491857	0.416135155135285	0.151749685118842	0.594324564040631	0.952507446680345	0.106505735797622	0.0050465200270153	0.164402342060993
rnhA	5	slr0080	rnhA	ribonuclease H	0.418729782652852	0.186910231373256	0.201110291133362	0.18059728405716	0.212427160885994	0.934932621803461	0.281717191733572	0.0054614583623791	0.163921176721425
sll1118	5	sll1118	sll1118	hypothetical protein	0.293804888993708	0.0621243987960658	0.23026875783234	0.0872467871142127	0.831372755086894	0.873632922859333	0.0235643895621407	0.0036449010951613	0.163822845687376
mom72	5	sll1667	mom72	periplasmic protein;  similar to mitochondrial o uter membrane 72K protein	0.128234932873116	-0.103031438206639	0.585054660464814	1.096104359287	0.945895107585028	0.972096826221706	0.0030977739420349	0.00126630529346618	0.163530019250899
sll1400	4	sll1400	sll1400	hypothetical protein	-2.10058316097316	-2.33073821744098	1.60409297160128	1.74676485072848	0.732413180445005	0.799499133977992	0.284090951359097	0.226505806919326	0.162744201152769
sll1697	5	sll1697	sll1697	hypothetical protein	0.261966737005829	0.0319654355308784	0.0863253121274536	0.199188226568645	0.41870951708492	0.799499133977992	0.0990462616188623	0.00310646503080849	0.162635479954669
sll1489	5	sll1489	cpmA	circadian phase modifier CpmA homolog	-2.43279110802521	-2.66244617074887	1.30830820536271	1.45424216228106	0.287103864635769	0.355751015093573	1.3184778081095	1.19504921957331	0.162390652185722
sll0175	5	sll0175	sll0175	hypothetical protein	0.199354552556359	-0.0293696117721589	0.303330002807499	0.322664686016834	0.945895107585028	0.891443924977185	0.00481581207475009	0.00146571897315575	0.161732407617922
slr1814	5	slr1814	slr1814	hypothetical protein	0.411263805486002	0.184585130262679	0.404639755452817	0.169678160431437	0.698410020881592	0.972096826221706	0.0641117246093674	0.0022686388894037	0.160286028400794
ssl8008	5	ssl8008	ssl8008	hypothetical protein	-1.26375403519083	-1.48983001517592	0.770332651758715	0.881775434804182	0.265778382136691	0.386972664061619	0.72726561015174	0.614286283787923	0.159859858510855
ssl7053	5	ssl7053	ssl7053	hypothetical protein	0.343619020726719	0.117548316066777	0.333353931199969	0.161532083665121	0.831372755086894	0.934932621803461	0.0275596927372407	0.00343472494282268	0.159856128292666
sll0489	5	sll0489	sll0489	ATP-binding protein of ABC transporter	-0.887993143882157	-1.11402495356336	0.752318580540032	0.873686490088526	0.48928840640055	0.461056965216689	0.275664217906725	0.374585780244373	0.159828625389449
slr0656	5	slr0656	slr0656	hypothetical protein	0.363577355603423	0.138970935558507	0.429610759264062	0.157864829923108	0.698410020881592	0.972096826221706	0.056677905971091	0.00170801877949856	0.158820722711794
ctpA	5	slr0008	ctpA	carboxyl-terminal processing protease	-0.920546220388563	-1.14485216820394	0.632787530809356	1.33503236543906	0.102132247396431	0.891443924977185	0.912111357954728	0.0571349583172127	0.158608256760731
ssl3383	5	ssl3383	ssl3383	unknown protein	-0.627960073898641	-0.851840556778428	0.529317479383406	0.646016037426636	0.48928840640055	0.613832048322259	0.194940832415808	0.180547981407234	0.158307407619616
ssr2595	5	ssr2595	hliB;  scpD	high light-inducible polypeptide HliB;  CAB/ELIP /HLIP superfamily	0.342396439944721	0.118983048863578	0.287877894311514	0.0668612572176895	0.862463238140476	1	0.022002192306931	0	0.157977123841358
thiC	5	slr0118	thiC	thiamine biosynthesis protein ThiC	-3.11079231573674	-3.33415593373561	1.61256565368351	1.94044063500586	0.0110077977849779	0.016128529540136	6.09186321412185	5.97615851999928	0.157941928957359
slr2120	5	slr2120	slr2120	hypothetical protein	0.309358307714827	0.0860367253422942	0.28657584657665	0.17955985886476	0.945895107585028	0.914355054285718	0.0074731750773343	0.00334554925954776	0.157912205280928
slr1522	1	slr1522	slr1522	putative transposase [ISY352d: 1614422 - 161583 5]	0.303619575846361	0.0804322540600441	NA	NA	0.665258648332501	0.952507446680345	0.053743540484904	0.00169966385550444	0.157817268709968
sll1682	5	sll1682	sll1682	alanine dehydrogenase	0.398855053953814	0.175776005175074	0.814339512643721	0.172953307185107	0.831372755086894	0.972096826221706	0.0319898552484524	0.00216037055962587	0.157740708132092
sll0780	5	sll0780	sll0780	unknown protein	0.428818545338507	0.205761874947179	0.301701806791506	0.0651285378611315	0.732413180445005	0.830847581906481	0.0579950704970909	0.0165594358109764	0.157724884222601
ssr2848	5	ssr2848	ssr2848	unknown protein	0.346893972161357	0.124680427499582	0.187361514170908	0.130409721727836	0.560291610153004	0.830847581906481	0.087273625475148	0.0100341112103223	0.157128704301841
ssr6032	2	ssr6032	ssr6032	hypothetical protein	0.264437748807902	0.0424391298606617	0.194228738150874	0.176005647329759	0.770897234545621	0.69012523461818	0.0298823943944447	0.00683575943810181	0.156976728871642
slr7024	5	slr7024	slr7024	hypothetical protein	0.380256307366573	0.158625549602685	0.34649174323253	0.141970069034273	0.801021337301133	0.972096826221706	0.0366399445033689	0.00194958331784132	0.156716611734358
hhoB	5	sll1427	hhoB	protease	-0.828233851036471	-1.04972481270469	0.658787491742639	1.254841622273	0.146923687918804	0.952507446680345	0.6898427486543	0.0221823861985567	0.156617760967124
slr0596	5	slr0596	slr0596	hypothetical protein	0.355899752584165	0.134503226278565	0.319635897092397	0.241676563511526	0.892734787732264	0.952507446680345	0.0175378648216389	0.00284227111158356	0.156550985081836
sll0997	5	sll0997	sll0997	hypothetical protein	0.279307479993435	0.0580046909950987	0.391113197097912	0.181910036875393	0.91906423382506	0.647662559333708	0.010237773941501	0.0109426550439238	0.156484702796219
gdhB	5	slr1608	gdhB	putative glucose dehydrogenase-B;  periplasmic p rotein	0.454734438326061	0.233598859562753	0.30906219760162	0.0331889570322583	0.560291610153004	0.647662559333708	0.114404764123893	0.0440687071165538	0.156366467305147
slr5101	5	slr5101	slr5101	hypothetical protein	0.506962871821931	0.286217523889117	0.52170567939671	0.284708905885708	0.801021337301133	0.891443924977185	0.0488488714821433	0.0142839632497839	0.156090532438677
lytR	5	sll1872	lytR	transcriptional regulator	-0.887842210114877	-1.10841906743435	0.850490026406295	0.910235799777101	1	0.773956683279766	0	0.123348581686999	0.155971391583415
sll1582	5	sll1582	sll1582	unknown protein	0.421359379558696	0.201215456225973	0.28754990838467	0.06675036321173	0.594324564040631	0.873632922859333	0.0952172417949765	0.0118055136303045	0.15566526102558
nifS2	5	slr0387	nifS	cysteine desulfurase NifS	-0.676540998465051	-0.896553523701364	0.631384667700242	0.851830373481648	0.265778382136691	0.156197939506006	0.389336048265956	0.72291325053151	0.155572348540573
sll1228	5	sll1228	hik4	two-component hybrid sensor and regulator	-0.152187498909261	-0.371019428460154	0.509320864484958	0.4683727602029	0.265778382136691	0.355751015093573	0.08758091461603	0.166533499643725	0.154737541325573
slr1617	5	slr1617	slr1617	similar to UDP-glucose 4-epimerase	0.263473995073595	0.0452455270752643	0.233087892714924	0.164459690885655	0.770897234545621	0.613832048322259	0.0297734868374959	0.00958980940287646	0.154310829569571
sll1710	5	sll1710	sll1710	putative transposase [ISY523b: 1275354 - 127622 4]	0.0867468154967282	-0.130287593111311	0.290893850682944	0.279837276988597	0.770897234545621	0.576431906113401	0.00980269483014859	0.0311715657333909	0.153466502077556
accB	5	slr0435	accB	biotin carboxyl carrier protein of acetyl-CoA c arboxylase	-3.58102635047227	-3.79789805426185	1.51343223268022	1.91551422269852	0.00872410061899529	0.0189548347205997	7.37433355857384	6.54104385373153	0.153351452397094
phbC	5	slr1830	phaC	poly(3-hydroxyalkanoate) synthase	0.155667161353794	-0.0592723876096925	0.205819525860955	0.162403519262224	0.96476911582635	0.424519521785774	0.00242476629008923	0.0220553937516182	0.151985212617259
sll1547	5	sll1547	sll1547	hypothetical protein	-0.0796994272747494	-0.294595221451261	1.37951298535271	0.416083600102346	0.801021337301133	0.539930253869482	0.0076795112552387	0.0788520454598767	0.15195427331068
sll0545	5	sll0545	sll0545	hypothetical protein	-3.35059530019596	-3.56509655570484	1.32492763573286	1.87235857244252	0.00872410061899529	0.0114799821403657	6.89981165879337	6.91649690145923	0.151675292343355
sll0043	5	sll0043	pixL;  taxAY1;  hik18	positive phototaxis protein;  homologous to chem otaxis protein CheA;  two-component hybrid histidine kinas e	0.296055016742703	0.0816941317432402	0.19150257133172	0.0845943410131481	0.698410020881592	0.799499133977992	0.046151879765349	0.00793919930286849	0.15157603540427
ssl2920	1	ssl2920	ssl2920	hypothetical protein	0.134856668875117	-0.079177437437025	NA	NA	1	0.675622853461519	0	0.0134835746391219	0.151344967978518
sll1555	5	sll1555	hik42	two-component hybrid sensor and regulator	0.170009189500396	-0.0438750232076102	0.0707243969109704	0.273855517441859	0.831372755086894	0.746352504788104	0.0136354530527126	0.0055745851827113	0.151238977194577
sll1286	5	sll1286	sll1286	transcriptional regulator	0.145638224894586	-0.0676710499820995	0.465118285025346	0.327623580807029	0.770897234545621	0.386972664061619	0.016457630935167	0.0279021078848529	0.15083243475529
ssl5015	3	ssl5015	ssl5015	hypothetical protein	0.503297883690751	0.290212152688772	0.126309345979167	0.213952152087691	0.116351752425167	0.678548525328875	0.470194507835084	0.0488772663748738	0.150674365365592
slr0208	5	slr0208	slr0208	hypothetical protein	0.457479648161007	0.244771158827476	0.299778693256198	0.138599219716134	0.560291610153004	0.773956683279766	0.115095420157761	0.0272389533582618	0.150407615223686
sll5060	5	sll5060	sll5060	two-component hybrid sensor and regulator	0.465270615549939	0.253123529165497	0.262345152607905	0.255188878817358	0.560291610153004	0.952507446680345	0.117055517549349	0.00534891031624141	0.150010643391407
sll0926	5	sll0926	sll0926	hypothetical protein	0.464852702868955	0.25298556156222	0.340068824592033	0.112651521068825	0.698410020881592	0.678548525328875	0.0724656730612023	0.0426075978104691	0.149812692328601
slr1062	3	slr1062	slr1062	unknown protein	0.0565045089822102	-0.155063743241955	0.173367995874066	0.0978638448702493	0.698410020881592	0.267977394782565	0.00880846179686068	0.0886812399706321	0.149601345831493
ssr3122	5	ssr3122	ssr3122	hypothetical protein	0.373802777816663	0.162349003911765	0.281068168856407	0.171500565193438	0.632601102915249	0.873632922859333	0.0743381790748408	0.0095251796978969	0.149520397435641
pchR	5	sll1205	pchR	transcriptional regulator	0.397410127958035	0.186131085845775	0.257965162946212	0.126659567346777	0.594324564040631	0.952507446680345	0.0898052780625986	0.00393325143867895	0.149396843400177
slr0852	5	slr0852	slr0852	hypothetical protein	0.160574529016445	-0.0506021762259944	0.316948251458948	0.109423284474345	0.594324564040631	0.386972664061619	0.0362860410784886	0.0208642747620957	0.149324480305562
slr1307	5	slr1307	slr1307	hypothetical protein	0.189846650597708	-0.0207061203840872	0.291671530415145	0.219535371840448	0.831372755086894	0.678548525328875	0.0152265009853114	0.00348730593197654	0.148883292158845
ssl1277	1	ssl1277	ssl1277	putative transposase	0.279187440182	0.0690650671516302	NA	NA	0.665258648332501	0.952507446680345	0.0494188210772374	0.00145945677747613	0.148578954848784
slr0145	5	slr0145	slr0145	unknown protein	0.239700011077659	0.0301710773950807	0.320737785930084	0.210185862769055	0.892734787732264	0.721165257323383	0.0118118272392763	0.0042832431545089	0.148159329861738
sll1131	5	sll1131	sll1131	unknown protein	-1.69399650154146	-1.90339254677976	0.713698924638736	1.38723838371795	0.0164280793662919	0.0533890217087219	3.02278973110998	2.42215844905794	0.148065363541647
sll1469	5	sll1469	sll1469	hypothetical protein	0.390939544180937	0.181690726199958	0.225351988723314	0.175369110557662	0.560291610153004	1	0.0983548695000153	0	0.14796125814962
chrA	5	slr1457	chrA	chromate transport protein	0.242320886353604	0.0331036836412128	0.171094528639921	0.122905133874198	0.96476911582635	0.461056965216689	0.00377453736231082	0.0111309617670977	0.147938902778812
slr0580	5	slr0580	slr0580	aluminum resistance protein homolog	0.247967924374224	0.0391431533805528	0.30654490995999	0.177504931639536	0.945895107585028	0.851068828310938	0.00599016630941751	0.0027414031118795	0.147661411649353
ssl6035	4	ssl6035	ssl6035	hypothetical protein	0.403367362336212	0.19468445014183	0.164717078369812	0.0826436394530676	0.315253339692566	0.891443924977185	0.202224316038897	0.00971591638884982	0.147561102330404
sll1439	3	sll1439	sll1439	unknown protein	0.352062361281666	0.144570881015241	0.308693462271077	0.337065612330114	0.560291610153004	0.891443924977185	0.0885739192034746	0.00721495009582504	0.146718632734824
sll6053	5	sll6053	sll6053	hypothetical protein	0.271378153201354	0.0643404566787876	0.175418656857685	0.108885855572206	0.801021337301133	0.851068828310938	0.0261488903144974	0.00450610420791002	0.146397759172349
slr8023	5	slr8023	slr8023	hypothetical protein	0.220507284805632	0.013507701047785	0.365415061027842	0.136072883445238	0.96476911582635	0.461056965216689	0.00343475545044858	0.00454190251314195	0.146370809377966
ssr2439	5	ssr2439	ssr2439	hypothetical protein	0.378303508469586	0.171328465660268	0.236187285825114	0.191558735742316	0.381125238931649	0.914355054285718	0.15848355525531	0.00666212967949158	0.146353456306844
sll5059	5	sll5059	sll5059	two-component response regulator	0.435940114277204	0.230204929706173	0.303933587835896	0.142519235839684	0.521743220241387	0.873632922859333	0.123171908635043	0.0135063552590982	0.145476744138842
hemK	5	sll1237	hemK	N(5)-glutamine methyltransferase	-1.49779169501886	-1.70349882082994	0.900372409184706	1.36683776206971	0.102132247396431	0.891443924977185	1.48406759662792	0.0850147615776723	0.145456903599407
sgl0001	1	sgl0001	sgl0001	hypothetical protein	0.255567226902302	0.050923933526945	NA	NA	0.732413180445005	0.914355054285718	0.034563895386672	0.0019801837811298	0.144704660470063
slr0607	5	slr0607	slr0607	hypothetical protein	0.434170392885454	0.229830066653005	0.378472436857012	0.138653949771952	0.732413180445005	0.647662559333708	0.0587188749573897	0.0433577197802563	0.144490430348836
gshB	5	slr1238	gshB	glutathione synthetase	-1.64407959570978	-1.84804282838534	0.940888794096237	1.24589032664745	0.130921992025113	0.259130136925637	1.4517015599923	1.08384399356105	0.144223784937614
slr5118	2	slr5118	slr5118	hypothetical protein	0.403084149115295	0.199738164659869	0.369914783148932	0.0140982975881364	0.91906423382506	0.873632922859333	0.0147747006207699	0.0117188394450969	0.143787324535486
ssl3044	5	ssl3044	ssl3044	probable ferredoxin	0.294299870893216	0.0915497174044727	0.462820923682944	0.241345456908776	0.892734787732264	0.934932621803461	0.0145023740962855	0.00267505404074762	0.143366008418504
slr1683	1	slr1683	slr1683	putative transposase [ISY391b: 1970517 - 197088 0;  join 1972064 - 1973077]	0.403384127534092	0.202372277293306	NA	NA	0.584708522690724	0.914355054285718	0.0940129370541001	0.00786927233408766	0.142136842404114
sll7027	5	sll7027	sll7027	hypothetical protein	0.401395342846332	0.20144726150963	0.251762491610416	0.121325073463058	0.521743220241387	0.851068828310938	0.113411518867846	0.0141084225947026	0.141384644198422
xerC	5	slr0733	xerC	integrase-recombinase protein	0.0543819104784973	-0.144792215736581	0.308770769214581	0.467678218531987	0.560291610153004	0.746352504788104	0.0136817208386537	0.0183967205350008	0.140837375283587
sll1609	5	sll1609	sll1609	hypothetical protein	0.339602370103634	0.140860282108053	0.159951155908713	0.0586155135452234	0.41870951708492	0.972096826221706	0.12839929824725	0.00173123974562817	0.140531878128849
petG	3	smr0010	petG	cytochrome b6-f complex subunit 5	-2.59969992151108	-2.79823333494312	1.83328579399939	1.16171693584001	0.0816938438707559	0.0498269223611309	2.82798131074486	3.64479947856099	0.140384322929909
sll5036	5	sll5036	sll5036	sulfide-quinone reductase	0.382333021873508	0.184711454920373	0.223521980558115	0.150436151650367	0.632601102915249	0.891443924977185	0.0760345891816721	0.00921820438541306	0.139739550101273
sll0743	5	sll0743	sll0743	hypothetical protein	-0.846585734596464	-1.04379261193851	0.920895246627067	0.869112540061832	0.665258648332501	0.497647869636685	0.149853692978778	0.316350421451523	0.139446320265186
ycf46	5	slr0480	ycf46	hypothetical protein YCF46	-0.196422191953264	-0.393321195189668	0.771168259437074	0.86541973963386	0.831372755086894	0.873632922859333	0.0157538870972818	0.0230765509667638	0.139228620397333
slr2006	5	slr2006	slr2006	hypothetical protein	0.323866484750133	0.12710568933119	0.215078206598326	0.120099777465825	0.801021337301133	0.799499133977992	0.0312064515377167	0.0123523853989954	0.139130892712393
slr1767	3	slr1767	slr1767	hypothetical protein	0.390901296032232	0.194233378085629	0.436218619659226	0.141792931317012	0.779283243197101	0.972096826221706	0.0423364328301546	0.00238722043600282	0.139065218421882
sll0173	5	sll0173	vgb	virginiamycin B hydrolase;  periplasmic protein	0.364757850650203	0.168333611567269	0.430446091974295	0.153771843962386	0.831372755086894	0.914355054285718	0.029255115930881	0.0065456743884118	0.138892911444951
