chr	start	end	strand	type	gene	name	product	locus	CO2_30percent	CO2_4percent
NC_000911.1	2074694	2074957	+	protein-coding	SGL_RS11665	ssr2754	type II toxin-antitoxin system Phd/YefM family antitoxin	ssr2754	0.8410673817700163	-0.03322902191297981
NC_000911.1	2075019	2075065	-	non-coding	SSR2755-AS	ssr2755-as	SSR2755-AS-RNA	ssr2755-as	0.26797515648611053	0.3929358416203083
NC_000911.1	2075381	2075971	+	protein-coding	SGL_RS11675	cpcT	phycobiliprotein &beta;-cysteine-153 phycobilin lyase	slr1649	0.36475996654293247	0.1979853032064888
NC_000911.1	2075381	2075971	+	protein-coding	SGL_RS11675	cpcT	phycobiliprotein &beta;-cysteine-153 phycobilin lyase	slr1649	-0.4275953884826811	-0.5428587775055864
NC_000911.1	2075968	2076507	-	protein-coding	SGL_RS11680	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	sll1522	-1.1195904239083403	0.02206358909406666
NC_000911.1	2076547	2078340	-	protein-coding	SGL_RS11685	flv1	diflavin flavoprotein	sll1521	-1.1562023097513376	-0.4834304223191869
NC_000911.1	2077493	2077564	+	non-coding	SLL1521-AS	sll1521-as	SLL1521-AS-RNA	sll1521-as	0.3834249096188459	0.16135310841189193
NC_000911.1	2078366	2080120	-	protein-coding	SGL_RS11690	recN	DNA repair protein RecN	sll1520	-0.3948863082504165	0.16396414160636952
NC_000911.1	2080885	2082720	+	protein-coding	SGL_RS11695	slr0442	hypothetical protein	slr0442	0.22510161783192045	0.0312269137145014
NC_000911.1	2080885	2082720	+	protein-coding	SGL_RS11695	slr0442	hypothetical protein	slr0442	-3.804559024725179	-3.847609843221053
NC_000911.1	2081592	2081727	-	non-coding	SLR0442-AS	slr0442-as	SLR0442-AS-RNA	slr0442-as	0.1660450915156374	0.14894379505837568
NC_000911.1	2081611	2081672	-	non-coding	SLR0442-AS2	slr0442-as2	SLR0442-AS2-RNA	slr0442-as2	0.2520316302094875	0.2366479191455439
NC_000911.1	2082173	2082366	-	non-coding	SLR0442-AS3	slr0442-as3	SLR0442-AS3-RNA	slr0442-as3	-0.429943217324687	0.21794236712935583
NC_000911.1	2082864	2083916	-	protein-coding	SGL_RS11700	sll0428	2OG-Fe(II) oxygenase	sll0428	0.2475519670644679	0.209523767084973
NC_000911.1	2084482	2084760	+	protein-coding	SGL_RS18930	vapC5	endoribonuclease VapC5	ssr0756	0.03500202013991062	0.06032784574827898
NC_000911.1	2085445	2085684	+	protein-coding	SGL_RS11725	ssr0759	hypothetical protein	ssr0759	0.11974598495185387	0.14109808151154207
NC_000911.1	2085826	2086110	+	protein-coding	SGL_RS11730	ssr0761	type II toxin-antitoxin system prevent-host-death family antitoxin	ssr0761	0.17087687254683986	0.14010654336725714
NC_000911.1	2085826	2086110	+	protein-coding	SGL_RS11730	ssr0761	type II toxin-antitoxin system prevent-host-death family antitoxin	ssr0761	0.3768392176072232	-0.12734085087274324
NC_000911.1	2085943	2086003	-	non-coding	SSR0761-AS	ssr0761-as	SSR0761-AS-RNA	ssr0761-as	0.09027484399717758	0.21092695053102903
NC_000911.1	2086305	2087129	-	protein-coding	SGL_RS11735	psbO	photosystem II manganese-stabilizing polypeptide	sll0427	1.1659939216580992	-1.9411856896907045
NC_000911.1	2086305	2087129	-	protein-coding	SGL_RS11735	psbO	photosystem II manganese-stabilizing polypeptide	sll0427	0.19577575289917132	-3.2585471878877827
NC_000911.1	2087192	2087264	-	non-coding	NCL1040	ncl1040	NCL1040-RNA	ncl1040	-1.4602299083871069	-5.215478423029322
NC_000911.1	2087407	2087733	+	protein-coding	SGL_RS11740	slr0443	hypothetical protein	slr0443	-1.7280112312968177	0.13402984262397308
NC_000911.1	2088130	2088636	-	protein-coding	SGL_RS11750	sll0426	hypothetical protein	sll0426	-1.999419462715638	-2.566159763699676
NC_000911.1	2088680	2090023	+	protein-coding	SGL_RS11755	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	slr0444	-1.9269818588246748	-4.599520410393123
NC_000911.1	2090026	2091630	-	protein-coding	SGL_RS11760	sll0424	radical SAM protein	sll0424	0.5604410686770261	-0.16013186460042247
NC_000911.1	2091711	2092178	-	protein-coding	SGL_RS11765	sll0423	hypothetical protein	sll0423	0.7895572856775163	0.4923257184597249
NC_000911.1	2091711	2092178	-	protein-coding	SGL_RS11765	sll0423	hypothetical protein	sll0423	0.1426336657214613	-2.6533845268838654
NC_000911.1	2092519	2093508	-	protein-coding	SGL_RS11775	ladC	isoaspartyl peptidase/L-asparaginase	sll0422	0.06839179987008347	-0.02631868625197701
NC_000911.1	2093629	2094924	-	protein-coding	SGL_RS11780	purB	adenylosuccinate lyase	sll0421	-1.7226820244203898	-2.5971151563446946
NC_000911.1	2093970	2094049	+	non-coding	SLL0421-AS	sll0421-as	SLL0421-AS-RNA	sll0421-as	0.29886921012823153	0.28543330788421933
NC_000911.1	2095079	2095666	+	protein-coding	SGL_RS11785	slr0445	Uma2 family endonuclease	slr0445	-0.02014486524560401	0.12185898066253412
NC_000911.1	2095079	2095666	+	protein-coding	SGL_RS11785	slr0445	Uma2 family endonuclease	slr0445	0.13822511122618455	0.18719860784447329
NC_000911.1	2095676	2095783	-	non-coding	SLR0445-AS	slr0445-as	SLR0445-AS-RNA	slr0445-as	-0.08748287030935481	0.7805452144416111
NC_000911.1	2095723	2096040	-	protein-coding	SGL_RS11790	ureB	urease subunit beta	sll0420	0.5849457473046712	0.20169240115135317
NC_000911.1	2096076	2096540	-	protein-coding	SGL_RS11795	sll0419	hypothetical protein	sll0419	-0.5155457316264133	-0.9615780617552738
NC_000911.1	2096076	2096540	-	protein-coding	SGL_RS11795	sll0419	hypothetical protein	sll0419	-0.5670289669350903	-0.6967611222186412
NC_000911.1	2096618	2097574	-	protein-coding	SGL_RS11800	vte1	2-methyl-6-phytyl-1,4-benzoquinone methyltransferase [multifunctional]	sll0418	0.5499930482881775	-1.3727316382645949
NC_000911.1	2097643	2098602	+	protein-coding	SGL_RS11805	holB	DNA polymerase III subunit &delta;'	slr0446	-1.3125353709624408	-1.666518272843566
NC_000911.1	2098675	2098785	+	non-coding	NCR1010	ncr1010	NCR1010-RNA	ncr1010	-0.4938745538686006	-0.7288742028728347
NC_000911.1	2098921	2100261	+	protein-coding	SGL_RS11810	urtA	urea ABC transporter substrate-binding protein	slr0447	0.7943202206597386	-1.6628964270977102
NC_000911.1	2098921	2100261	+	protein-coding	SGL_RS11810	urtA	urea ABC transporter substrate-binding protein	slr0447	-1.9560387018472063	-1.7646019227353522
NC_000911.1	2100463	2101980	+	protein-coding	SGL_RS11815	radA	DNA repair protein RadA	slr0448	-0.22625666803181743	0.21092806426662053
NC_000911.1	2101977	2102561	-	protein-coding	SGL_RS11820	sll0274	pentapeptide repeat-containing protein	sll0274	-0.403994699294056	0.15276223125621513
NC_000911.1	2102232	2102334	+	non-coding	SLL0274-AS	sll0274-as	SLL0274-AS-RNA	sll0274-as	-0.3138155465353601	-0.04355865494781912
NC_000911.1	2102769	2104391	-	protein-coding	SGL_RS11825	nhaS2	Na<sup>+</sup>/H<sup>+</sup> antiporter NhaS2	sll0273	0.00393052566505357	-0.5450154503003399
NC_000911.1	2102769	2104391	-	protein-coding	SGL_RS11825	nhaS2	Na<sup>+</sup>/H<sup>+</sup> antiporter NhaS2	sll0273	-2.2518756571306207	-3.18329803706577
NC_000911.1	2104439	2104912	-	protein-coding	SGL_RS11830	ndhV	ferredoxin-plastoquinone oxidoreductase subunit V	sll0272	0.3825538193021576	-0.1704239254868276
NC_000911.1	2104943	2105608	-	protein-coding	SGL_RS11835	nusB	transcription antitermination factor NusB	sll0271	0.5302984837642295	-1.353234131767712
NC_000911.1	2105153	2105240	+	non-coding	SLL0271-AS	sll0271-as	SLL0271-AS-RNA	sll0271-as	0.32827946290361	0.0840753385439005
NC_000911.1	2105837	2107645	+	protein-coding	SGL_RS11840	slr0280	regulator of photomixotrophic growth	slr0280	-0.7645969062367387	0.10331449273969916
NC_000911.1	2107664	2110159	-	protein-coding	SGL_RS11845	priA	primosomal protein N'	sll0270	0.25275481671049327	0.19970421175748684
NC_000911.1	2107664	2110159	-	protein-coding	SGL_RS11845	priA	primosomal protein N'	sll0270	0.3956253305532908	0.03700182958522222
NC_000911.1	2110166	2110579	-	protein-coding	SGL_RS11850	sll0269	hypothetical protein	sll0269	2.3969327980517208	-0.06640539476521196
NC_000911.1	2110697	2111044	-	protein-coding	SGL_RS11855	sll0268	YtxH domain-containing protein	sll0268	1.998446830797159	-0.24269257449641152
NC_000911.1	2110697	2111044	-	protein-coding	SGL_RS11855	sll0268	YtxH domain-containing protein	sll0268	2.158376549361173	0.06683621336801882
NC_000911.1	2111141	2115877	-	protein-coding	SGL_RS11860	sll0267	GGDEF and EAL domains-containing protein	sll0267	0.5271142545327145	0.15460854091481338
NC_000911.1	2114204	2114236	+	non-coding	SLL0267-AS	sll0267-as	SLL0267-AS-RNA	sll0267-as	-0.02942719822440635	0.20185853206592536
NC_000911.1	2115240	2115306	+	non-coding	SLL0267-AS2	sll0267-as2	SLL0267-AS2-RNA	sll0267-as2	-0.22871992498266672	0.6700428989771645
NC_000911.1	2115892	2116047	-	non-coding	NCL1045	ncl1045	NCL1045-RNA	ncl1045	0.46412346670721905	0.04636523306660009
NC_000911.1	2116083	2117312	-	protein-coding	SGL_RS11865	sll0266	hypothetical protein	sll0266	0.3788275886701352	0.29153191679090595
NC_000911.1	2117309	2118214	-	protein-coding	SGL_RS11870	sll0265	ferritin-like domain-containing protein	sll0265	0.0678378139332324	0.09454005002217009
NC_000911.1	2118198	2119337	-	protein-coding	SGL_RS11875	sll0264	aromatic ring-hydroxylating dioxygenase subunit alpha	sll0264	0.16697806172351412	0.33007850437865854
NC_000911.1	2119301	2120020	-	protein-coding	SGL_RS11880	sll0263	hypothetical protein	sll0263	0.28651881976773796	0.18086992197258572
NC_000911.1	2119696	2119748	+	non-coding	SLL0263-AS	sll0263-as	SLL0263-AS-RNA	sll0263-as	0.24592984592470352	0.2141301153267322
NC_000911.1	2120067	2121146	-	protein-coding	SGL_RS11885	desD	<i>sn</i>-1 linoleoyl-lipid 6-desaturase	sll0262	0.25075667221528225	-1.1124582747399885
NC_000911.1	2121482	2121631	-	non-coding	NCL1050	ncl1050	NCL1050-RNA	ncl1050	-0.5837300990852327	-0.07879960636559047
NC_000911.1	2121641	2123347	-	protein-coding	SGL_RS11890	sll0261	NAD-binding protein	sll0261	-0.7184123218318567	-0.6511189557684588
NC_000911.1	2123646	2123996	+	protein-coding	SGL_RS11895	slr0284	phage holin family protein	slr0284	-0.05178856855441301	-0.01874734588899067
NC_000911.1	2124122	2124973	+	protein-coding	SGL_RS11900	slr0285	radical SAM protein	slr0285	0.00810444584708038	0.07435729322620448
NC_000911.1	2124966	2126246	+	protein-coding	SGL_RS11905	slr0286	hypothetical protein	slr0286	-0.22508897415718587	-0.04718719876210762
NC_000911.1	2126243	2127589	-	protein-coding	SGL_RS11910	sll0260	hemolysin family protein	sll0260	0.3632431889109186	0.19184201868268916
NC_000911.1	2126243	2127589	-	protein-coding	SGL_RS11910	sll0260	hemolysin family protein	sll0260	0.2934395332926969	0.3188841553301008
NC_000911.1	2127879	2128127	+	protein-coding	SGL_RS11915	rpsP	30S ribosomal protein S16	ssr0482	-0.9639959347257904	-3.567180057349455
NC_000911.1	2128168	2128524	+	protein-coding	SGL_RS11920	slr0287	KH domain-containing protein	slr0287	0.5690411941957959	-0.14100571184946736
NC_000911.1	2128617	2128685	+	non-coding	NCR1020	ncr1020	NCR1020-RNA	ncr1020	0.2562900085689656	-0.1880416150673137
NC_000911.1	2128632	2128695	-	non-coding	NCL1060	ncl1060	NCL1060-RNA	ncl1060	-0.4724691623264445	0.3316891753369164
NC_000911.1	2128767	2130941	+	protein-coding	SGL_RS11925	glnN	glutamine synthetase type III monomer	slr0288	-0.4354813754882243	0.30545777570635524
NC_000911.1	2131105	2131539	+	protein-coding	SGL_RS11930	slr0291	DUF29 domain-containing protein	slr0291	-0.081203458835679	-0.13031386722903762
NC_000911.1	2131616	2132098	-	protein-coding	SGL_RS11935	psbV	cytochrome <i>c</i><sub>550</sub>	sll0258	-0.0073655130110489	-1.7260306022382998
NC_000911.1	2131616	2132098	-	protein-coding	SGL_RS11935	psbV	cytochrome <i>c</i><sub>550</sub>	sll0258	-1.111487387540098	-2.551918985272336
NC_000911.1	2132257	2132457	-	protein-coding	SGL_RS11940	ssl0483	hypothetical protein	ssl0483	0.17548564306069253	-1.2420829907584523
NC_000911.1	2132715	2133545	+	protein-coding	SGL_RS11945	slr0292	sirohydrochlorin chelatase	slr0292	-2.6963876322381743	-1.768929382447638
NC_000911.1	2133549	2134022	-	protein-coding	SGL_RS11950	tsaE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	sll0257	-0.98227358443836	-2.252929567334356
NC_000911.1	2133990	2134042	+	non-coding	SLL0257-AS	sll0257-as	SLL0257-AS-RNA	sll0257-as	-0.2810616567709839	0.18360712104466664
NC_000911.1	2134085	2134192	-	non-coding	SLR0293-AS	slr0293-as	SLR0293-AS-RNA	slr0293-as	-0.22979331899752492	0.31785685019816295
NC_000911.1	2134202	2137153	+	protein-coding	SGL_RS11955	gcvP	glycine cleavage system P-protein	slr0293	-0.7021459579101633	-0.8068765863698064
NC_000911.1	2137259	2137738	+	protein-coding	SGL_RS11960	slr0294	hypothetical protein	slr0294	-0.5359549309721344	0.04081715910251702
NC_000911.1	2138074	2138439	+	protein-coding	SGL_RS11970	slr0393	HNH endonuclease	slr0393	0.5062892178209737	0.31583629597222534
NC_000911.1	2138723	2139142	-	protein-coding	SGL_RS11975	sll0364	DUF2358 domain-containing protein	sll0364	-0.5829578745877965	0.10205573456499624
NC_000911.1	2139093	2139228	+	non-coding	SLL0364-AS	sll0364-as	SLL0364-AS-RNA	sll0364-as	-3.3936033502996708	-3.9554367263812225
NC_000911.1	2139193	2140395	+	protein-coding	SGL_RS11980	pgk	phosphoglycerate kinase	slr0394	-1.761756225356242	-1.5825443662229537
NC_000911.1	2140198	2140242	-	non-coding	SLR0394-AS	slr0394-as	SLR0394-AS-RNA	slr0394-as	-0.17913191378997917	0.15786208863692727
NC_000911.1	2140664	2141593	+	protein-coding	SGL_RS11985	ntcB	nitrate assimilation transcriptional activator NtcB	slr0395	-1.029028334390913	-0.04282458243207779
NC_000911.1	2141613	2144246	-	protein-coding	SGL_RS11990	alaS	alanine--tRNA ligase	sll0362	-2.98657547738867	-4.352491984860654
NC_000911.1	2144427	2144846	-	protein-coding	SGL_RS11995	sll0361	hypothetical protein	sll0361	-0.2754170351136331	-0.21533122470071733
NC_000911.1	2144979	2145812	-	protein-coding	SGL_RS12000	sll0360	type II CAAX endopeptidase family protein	sll0360	-2.728269057889269	0.10942002847173406
NC_000911.1	2146000	2146467	-	protein-coding	SGL_RS12005	sll0359	AbrB family transcriptional regulator	sll0359	-2.592486353564543	-2.6063151661331503
NC_000911.1	2146801	2147376	+	protein-coding	SGL_RS12010	slr0397	DUF3038 domain-containing protein	slr0397	1.1823166883135452	0.20186398820768364
NC_000911.1	2147548	2148033	+	protein-coding	SGL_RS12015	slr0398	hypothetical protein	slr0398	1.0354735588712791	0.199423548653784
NC_000911.1	2147790	2147814	-	non-coding	SLR0398-AS	slr0398-as	SLR0398-AS-RNA	slr0398-as	-0.4600485081674347	-0.6331894621554932
NC_000911.1	2148253	2149233	+	protein-coding	SGL_RS12020	ycf39	chaperon-like protein for quinone binding in photosystem II	slr0399	0.09742693250416644	-0.18441261982375903
NC_000911.1	2149333	2150250	+	protein-coding	SGL_RS12025	nadK1	NAD(+) kinase 1	slr0400	-1.4261627071664764	-0.3227504529460176
NC_000911.1	2150247	2151401	+	protein-coding	SGL_RS12030	potD	periplasmic polyamine-binding protein	slr0401	-2.31048000905968	-1.9359665733494136
NC_000911.1	2151606	2152190	+	protein-coding	SGL_RS12040	rdgB	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	slr0402	0.16516723197396374	0.3551256268971116
NC_000911.1	2152291	2152629	-	protein-coding	SGL_RS12045	glnB	nitrogen regulatory protein P-II	ssl0707	-0.5975408056900231	0.365477814499604
NC_000911.1	2152857	2152960	-	non-coding	SLR0404-AS	slr0404-as	SLR0404-AS-RNA	slr0404-as	0.680500129595745	0.2147729296237899
NC_000911.1	2152932	2153933	+	protein-coding	SGL_RS12050	slr0404	DUF1517 domain-containing protein	slr0404	-1.5140289088621723	-2.4392241229965013
NC_000911.1	2154205	2154498	+	protein-coding	SGL_RS12055	ssr0657	DUF6439 family protein	ssr0657	-0.7849537292035048	-0.15387571346561907
NC_000911.1	2154516	2155172	-	protein-coding	SGL_RS12060	trpF	phosphoribosylanthranilate isomerase	sll0356	-2.6839051264161773	-3.992941413657318
NC_000911.1	2155273	2156265	-	protein-coding	SGL_RS12065	sll0355	DMT family transporter	sll0355	0.4249328927016549	-0.0799886996911946
NC_000911.1	2156403	2156491	+	non-coding	SLL0354-AS	sll0354-as	SLL0354-AS-RNA	sll0354-as	-0.2766561035134927	0.04134953582507431
NC_000911.1	2156497	2156961	-	protein-coding	SGL_RS12070	sll0354	ABA4-like family protein	sll0354	0.4346146857393088	0.15774312331928866
NC_000911.1	2157442	2158470	+	protein-coding	SGL_RS12080	pyrC	dihydroorotase	slr0406	-0.12995107526153865	-1.6771101863169058
NC_000911.1	2158543	2159355	+	protein-coding	SGL_RS12085	slr0407	class I SAM-dependent methyltransferase	slr0407	0.3070055313137422	0.2404649906345307
NC_000911.1	2158543	2159355	+	protein-coding	SGL_RS12085	slr0407	class I SAM-dependent methyltransferase	slr0407	0.6822692048969733	0.16785024478017244
NC_000911.1	2159620	2172219	+	protein-coding	SGL_RS12090	slr0408	SwmB domain-containing protein	slr0408	0.7483157879325494	0.246820853045122
NC_000911.1	2159620	2172219	+	protein-coding	SGL_RS12090	slr0408	SwmB domain-containing protein	slr0408	0.01388316365974933	-0.4084978629014097
NC_000911.1	2163130	2163252	-	non-coding	SLR0408-AS	slr0408-as	SLR0408-AS-RNA	slr0408-as	0.32223175579517477	0.14839707424423235
NC_000911.1	2167241	2167334	-	non-coding	SLR0408-AS3	slr0408-as3	SLR0408-AS3-RNA	slr0408-as3	-0.21984842500583923	-0.5980294638919929
NC_000911.1	2170781	2170922	-	non-coding	SLR0408-AS2	slr0408-as2	SLR0408-AS2-RNA	slr0408-as2	-0.30596341964494433	-0.3591919131957457
NC_000911.1	2172365	2173099	+	protein-coding	SGL_RS12095	slr0142	YoaK family protein	slr0142	0.5325005489825505	0.09512811489426698
NC_000911.1	2173197	2176772	+	protein-coding	SGL_RS12100	slr0143	AAA-like domain-containing protein	slr0143	0.08643619884513913	0.12456847773117456
NC_000911.1	2173373	2173472	-	non-coding	SLR0143-AS2	slr0143-as2	SLR0143-AS2-RNA	slr0143-as2	-0.21663611399436608	0.2221853724727359
NC_000911.1	2176254	2176289	-	non-coding	SLR0143-AS	slr0143-as	SLR0143-AS-RNA	slr0143-as	0.08474911271761702	0.11986800780040407
NC_000911.1	2177008	2177093	-	non-coding	SLR0144-AS	slr0144-as	SLR0144-AS-RNA	slr0144-as	0.5021768295431313	0.24290135635088
NC_000911.1	2177115	2177903	+	protein-coding	SGL_RS12105	slr0144	hypothetical protein	slr0144	0.4830477823803688	0.2299818769079741
NC_000911.1	2177745	2177855	-	non-coding	SLR0145-AS	slr0145-as	SLR0145-AS-RNA	slr0145-as	0.47241404019802097	0.2585523793341543
NC_000911.1	2177900	2178310	+	protein-coding	SGL_RS12110	slr0145	hypothetical protein	slr0145	0.2398451261610423	0.02956410110429748
NC_000911.1	2178325	2178837	+	protein-coding	SGL_RS19915	slr0146	phycobilisome protein	slr0146	0.4633496289895886	0.17775916412664755
NC_000911.1	2178840	2179505	+	protein-coding	SGL_RS12120	slr0147	hypothetical protein	slr0147	0.08414367812474968	0.02409595681605059
NC_000911.1	2179537	2180019	+	protein-coding	SGL_RS12125	fed5	ferredoxin 5	slr0148	0.2439692305303999	0.2660273150860609
NC_000911.1	2180073	2180543	+	protein-coding	SGL_RS12130	slr0149	hypothetical protein	slr0149	0.30856658680959054	0.05903064860721627
NC_000911.1	2180577	2180888	+	protein-coding	SGL_RS12135	fed4	ferredoxin 4	slr0150	0.1064768372211557	0.1717289714487109
NC_000911.1	2180933	2180981	-	non-coding	SLR0151-AS	slr0151-as	SLR0151-AS-RNA	slr0151-as	0.31315059762930286	-0.06264816765522688
NC_000911.1	2181013	2181975	+	protein-coding	SGL_RS12140	slr0151	tetratricopeptide repeat protein	slr0151	0.02010698123046444	-0.4856746434300665
NC_000911.1	2181013	2181975	+	protein-coding	SGL_RS12140	slr0151	tetratricopeptide repeat protein	slr0151	-1.0784904489533491	-1.52221683839849
NC_000911.1	2182096	2183958	+	protein-coding	SGL_RS12145	spkG	serine/threonine-protein kinase SpkG	slr0152	-0.9316847956161528	-1.017654760928359
NC_000911.1	2184030	2185784	-	protein-coding	SGL_RS12150	sll0149	hypothetical protein	sll0149	-0.35506217638958304	0.16280045191293352
NC_000911.1	2184030	2185784	-	protein-coding	SGL_RS12150	sll0149	hypothetical protein	sll0149	-2.93654508423724	-3.207847212341778
NC_000911.1	2185870	2188077	-	protein-coding	SGL_RS12155	sll0148	caspase family protein	sll0148	-1.9354792863293375	-2.19365393026721
NC_000911.1	2187287	2187399	+	non-coding	SLL0148-AS	sll0148-as	SLL0148-AS-RNA	sll0148-as	0.25501869297484137	0.33694324849278734
NC_000911.1	2188230	2190236	-	protein-coding	SGL_RS12160	cruA	lycopene cyclase	sll0147	-3.6598945154676743	-3.9801695746805543
NC_000911.1	2190933	2192051	-	protein-coding	SGL_RS12165	natC	neutral amino acids ABC transporter permease	sll0146	-1.085510849760634	-3.2039249191551105
NC_000911.1	2192133	2192681	-	protein-coding	SGL_RS12170	frr	ribosome recycling factor	sll0145	0.5179829760698691	-1.0892545146518573
NC_000911.1	2192133	2192681	-	protein-coding	SGL_RS12170	frr	ribosome recycling factor	sll0145	0.7468535652387609	-1.450887504719421
NC_000911.1	2192397	2192455	+	non-coding	SLL0145-AS	sll0145-as	SLL0145-AS-RNA	sll0145-as	0.15664795236710274	0.1818304130925124
NC_000911.1	2192668	2193390	-	protein-coding	SGL_RS12175	pyrH	UMP kinase	sll0144	-3.2532918273826223	-4.22988565126542
NC_000911.1	2193591	2193812	-	protein-coding	SGL_RS12180	ssl0259	type II toxin-antitoxin system HicB family antitoxin	ssl0259	-3.3745168845346605	-3.617245705705997
NC_000911.1	2194405	2197101	+	protein-coding	SGL_RS12190	clpB1	ATP-dependent chaperone ClpB1	slr0156	-2.6811222824553327	-2.863172441387156
NC_000911.1	2197132	2197620	+	protein-coding	SGL_RS12195	slr0157	hypothetical protein	slr0157	0.6615720272124012	0.10698438451082648
NC_000911.1	2197732	2200959	-	protein-coding	SGL_RS12200	sll0142	efflux RND transporter permease subunit	sll0142	-0.08915137138812214	0.6387622262649687
NC_000911.1	2198126	2198146	+	non-coding	SLL0142-AS	sll0142-as	SLL0142-AS-RNA	sll0142-as	0.12502528367041985	0.09586284549570484
NC_000911.1	2201147	2202550	-	protein-coding	SGL_RS12205	sll0141	efflux RND transporter periplasmic adaptor subunit	sll0141	-0.11038025366165956	0.05948854403928458
NC_000911.1	2202944	2204053	+	protein-coding	SGL_RS12210	pilT1	type IV pilus disassembly ATPase PilT1	slr0161	0.18621996370489055	0.7219871972359697
NC_000911.1	2204157	2205372	+	protein-coding	SGL_RS20075	pilC	Type IV pilus platform protein (inactive)	slr0162	0.5095605417295572	0.6157634697279891
NC_000911.1	2205774	2206451	+	protein-coding	SGL_RS12225	clpR	ATP-dependent Clp protease proteolytic subunit	slr0164	-0.8656670274606062	-3.239648239343621
NC_000911.1	2206551	2207159	+	protein-coding	SGL_RS12230	clpP3	ATP-dependent Clp protease proteolytic subunit	slr0165	-1.7350688516314194	-2.8031835361623503
NC_000911.1	2207370	2208695	-	protein-coding	SGL_RS12235	pepP	aminopeptidase P	sll0136	-1.2459520810794305	-0.36812655345958206
NC_000911.1	2208778	2209758	-	protein-coding	SGL_RS12240	sll0135	S-methyl-5'-thioadenosine phosphorylase	sll0135	-0.4165241110712929	-0.15637589847887726
NC_000911.1	2209703	2209939	-	protein-coding	SGL_RS12245	ssl0242	DUF3134 domain-containing protein	ssl0242	-3.793356738362203	-1.9914260160349369
NC_000911.1	2211283	2212479	+	protein-coding	SGL_RS12255	bciB	divinyl chlorophyllide <em>a</em> 8-vinyl-reductase	slr1923	-0.05020938466392954	-0.6111250292676619
NC_000911.1	2211283	2212479	+	protein-coding	SGL_RS12255	bciB	divinyl chlorophyllide <em>a</em> 8-vinyl-reductase	slr1923	-1.562225427919114	-3.5342540012055963
NC_000911.1	2212505	2213707	+	protein-coding	SGL_RS12260	pbp7	D-alanyl-D-alanine carboxypeptidase	slr1924	0.15906404037314478	0.3753705322451279
NC_000911.1	2212994	2213054	-	non-coding	SLR1924-AS2	slr1924-as2	SLR1924-AS2-RNA	slr1924-as2	-0.02112090541682999	0.18134271267817104
NC_000911.1	2213706	2213745	-	non-coding	SLR1924-AS	slr1924-as	SLR1924-AS-RNA	slr1924-as	-0.01841535847414252	-0.08011935574148515
NC_000911.1	2213707	2214735	+	protein-coding	SGL_RS12265	cbiB	adenosylcobinamide-phosphate synthase CbiB	slr1925	0.3824018487023624	-0.607955747464815
NC_000911.1	2214685	2215801	-	protein-coding	SGL_RS12270	prfB	peptide chain release factor 2	sll1865	0.2915739994550743	-0.10922348419276026
NC_000911.1	2214685	2215801	-	protein-coding	SGL_RS12270	prfB	peptide chain release factor 2	sll1865	-7.834559000686802e-4	-0.3005923480783447
NC_000911.1	2215955	2216474	+	non-coding	NCR1070	ncr1070	NCR1070-RNA	ncr1070	0.10611835472950916	0.3905297018005204
NC_000911.1	2215955	2217002	+	non-coding	NCR1071	ncr1071	NCR1071-RNA	ncr1071	0.5773170837811709	0.3187188665752986
NC_000911.1	2216476	2219175	-	protein-coding	SGL_RS12280	sll1864	chloride channel protein	sll1864	0.09360471965493192	-0.00346940483508485
NC_000911.1	2217424	2217515	+	non-coding	SLL1864-AS2	sll1864-as2	SLL1864-AS2-RNA	sll1864-as2	-0.23484690263832583	0.24868540328592
NC_000911.1	2219258	2219315	-	non-coding	SLR1926-AS3	slr1926-as3	SLR1926-AS3-RNA	slr1926-as3	-1.836740101295705	0.3059810370242982
NC_000911.1	2219290	2219793	+	protein-coding	SGL_RS12285	slr1926	hypothetical protein	slr1926	-1.1308498565146137	-0.14516992930774025
NC_000911.1	2219655	2219776	-	non-coding	SLR1926-AS2	slr1926-as2	SLR1926-AS2-RNA	slr1926-as2	-0.07272930194743897	-0.03275645314520557
NC_000911.1	2219786	2220961	+	protein-coding	SGL_RS12290	slr1927	DUF58 domain-containing protein	slr1927	0.2952527941070997	0.2805269170091964
NC_000911.1	2221173	2221631	+	protein-coding	SGL_RS12295	pilA5	pilin-like protein PilA5	slr1928	0.2321611090358205	0.10197655334035548
NC_000911.1	2221462	2221579	-	non-coding	SLR1928-AS	slr1928-as	SLR1928-AS-RNA	slr1928-as	-0.116613924922151	0.02026127266536985
NC_000911.1	2221605	2221760	-	non-coding	SLR1929-AS	slr1929-as	SLR1929-AS-RNA	slr1929-as	-0.15610855385504355	-0.04273324127029487
NC_000911.1	2221648	2222199	+	protein-coding	SGL_RS18960	pilA6	pilin-like protein PilA6	slr1929	-2.7003870652576083	-1.942802644703395
NC_000911.1	2222316	2222876	+	protein-coding	SGL_RS12305	pilA7	pilin-like protein PilA7	slr1930	0.07968654331111022	0.13115182923161398
